Income year,Lodgment method,Gender,Taxable status,State / Territory,Age range,"Number of individuals
no.","Salary or wages 
no.","Salary or wages 
$","Total Income or Loss 
no.","Total Income or Loss 
$","Total work related car expenses 
no.","Total work related car expenses 
$","Work related travel expenses 
no.","Work related travel expenses 
$","Total work related uniform/clothing expenses 
no.","Total work related uniform/clothing expenses 
$","Total work related self education expenses 
no.","Total work related self education expenses 
$","Other work related expenses 
no.","Other work related expenses 
$","Gifts or donations 
no.","Gifts or donations 
$","Cost of managing tax affairs 
no.","Cost of managing tax affairs 
$","Total deductions 
no.","Total deductions 
$","Capital gains net capital gain 
no.","Capital gains net capital gain 
$","Net rent - profit 
no.","Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent 
no.","Net rent 
$","Total business income 
no.","Total business income 
$","Total business expenses 
no.","Total business expenses 
$","Net income or loss from business 
no.","Net income or loss from business 
$","Taxable income or loss 
no.","Taxable income or loss 
$","Net tax 
no.","Net tax 
$"
2014–15,Self preparer,Male,Non Taxable,ACT,m. 75 and over,589,21,174995,586,9843688,6,5058,2,229,5,1169,2,590,12,9891,150,444714,29,21881,182,568016,33,50581,22,155136,3,-2873,25,152263,5,120819,5,76768,5,40439,585,9272862,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,a. Under 18,209,139,965255,207,1069974,1,666,3,1097,29,5672,5,4579,25,5332,5,299,2,195,49,17991,2,3995,0,0,0,0,0,0,0,0,0,0,0,0,207,1051983,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,b. 18 - 24,3333,3139,30679940,3309,34236917,59,91318,85,40314,473,91122,43,54650,216,507019,69,9932,30,3129,650,808255,12,9417,1,81,3,-9852,4,-9771,28,226897,13,138878,29,97612,3308,33428476,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,c. 25 - 29,4087,3289,34687543,3892,45356661,162,325019,146,134883,612,125269,88,457507,351,4047412,224,141994,117,26907,1031,5495455,60,265846,59,301038,116,-1018254,176,-717216,140,32962506,123,32526939,150,70075,3900,39725846,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,d. 30 - 34,2125,1351,14074112,1836,19411782,46,76696,56,44416,186,48392,38,111810,180,2583966,88,32722,73,46063,415,2973031,20,30124,53,292335,182,-1154816,237,-862481,45,2315769,27,2335717,48,-117882,1852,16383950,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,e. 35 - 39,1075,393,4425514,852,7099259,34,67450,33,34086,67,18340,19,56621,81,650663,36,24273,57,22039,223,980792,23,109447,59,281936,199,-1477769,258,-1195833,33,2846358,29,2719018,38,38941,864,5985675,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,f. 40 - 44,813,210,2283687,634,4149976,14,37181,13,14321,48,10529,8,10903,64,484768,46,20690,48,19165,178,691080,14,41589,90,516776,178,-1340667,269,-823891,20,667795,21,534353,26,-19881,622,3296358,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,g. 45 - 49,577,128,1870788,452,2404276,14,23978,10,9537,34,9635,7,18773,38,74663,25,21080,39,12729,120,300592,11,148173,65,475691,166,-1466556,231,-990865,22,1270827,23,1236809,24,-115523,435,1645865,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,h. 50 - 54,515,91,1024466,408,2142731,11,21408,9,10421,22,4325,9,20533,29,17253,23,13930,30,9095,100,373388,11,208374,51,356747,104,-820727,156,-463980,14,463057,13,361150,18,-210567,393,1473745,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,i. 55 - 59,452,56,772234,379,2216758,11,48141,7,24420,15,2662,4,9683,21,66178,19,17933,23,5414,75,299286,10,10517,64,451696,99,-869306,164,-417610,24,826881,22,1020527,28,-152825,350,1718584,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,j. 60 - 64,783,50,691734,715,2725528,7,36474,4,26254,12,3285,2,12100,13,81743,31,46061,15,6545,61,273089,12,236075,44,296832,61,-561518,105,-264686,14,624879,13,507118,16,-74591,697,1892797,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,k. 65 - 69,1712,42,363656,1669,5446378,4,1396,3,332,5,1035,1,1000,13,6768,44,16650,17,4348,68,92000,21,222010,34,200717,44,-363636,79,-162919,12,239380,9,197432,13,41818,1656,5172886,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,l. 70 - 74,2018,25,226803,1993,6003409,2,1413,0,0,5,790,0,0,7,6508,24,8041,8,13175,36,36953,9,112931,19,151939,16,-64662,35,87277,5,184124,3,174791,6,13152,1988,5789782,0,0
2014–15,Self preparer,Male,Non Taxable,Overseas or unknown,m. 75 and over,3387,5,41424,3369,9651162,1,3700,0,0,1,250,0,0,2,1028,29,14826,9,4208,43,68432,15,49126,11,142649,14,-49411,25,93238,5,124393,4,108382,5,16011,3367,9451914,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,a. Under 18,5828,5031,33480273,5759,35387326,76,117783,80,38043,1165,217273,157,92496,801,319018,234,16620,50,4320,1636,807975,36,37623,1,1099,0,0,1,1099,10,46255,3,3680,10,31766,5760,34579330,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,b. 18 - 24,40752,37589,379717957,40507,466464205,1593,2730001,1150,727666,7510,1665906,1434,2069260,4940,2421450,2379,417654,570,71140,11359,10178980,278,352573,26,102891,48,-355333,74,-252442,557,5943501,332,3173517,567,2721983,40512,456145028,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,c. 25 - 29,14746,12295,126679957,14523,169799070,734,1369984,594,465941,2364,611833,487,1433004,1527,1048115,1023,303875,337,64571,3826,5769714,131,241783,73,360202,144,-1396568,218,-1036366,630,22348297,423,20535868,640,1649783,14524,163664905,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,d. 30 - 34,9064,6655,71591181,8779,103738017,534,1166013,407,316393,1492,411537,315,897796,1087,1142155,743,285468,348,74098,2601,4789045,113,419583,141,840422,233,-2692321,374,-1851899,644,27978605,508,24468731,668,2376028,8779,98819800,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,e. 35 - 39,5704,3589,38900546,5464,64347525,394,824396,257,322521,989,577359,245,501835,754,757281,591,228622,310,67428,1815,3927382,79,411418,144,771011,203,-1982018,347,-1211007,603,27148174,522,25365302,620,1466525,5452,59419583,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,f. 40 - 44,4803,2588,28759772,4571,45980060,327,760348,207,264939,815,229075,183,318483,665,710277,557,181152,286,89370,1582,3429002,91,261483,157,941951,197,-2181237,354,-1239286,636,33005347,570,41928236,658,-9559702,4549,41406164,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,g. 45 - 49,4099,1906,22315889,3879,45145573,225,532020,128,182688,628,160256,122,184857,513,572878,439,147768,215,96612,1290,2772043,91,330370,178,1106877,154,-2228954,332,-1122077,543,51940040,516,50010722,568,591904,3870,41061527,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,h. 50 - 54,4514,1949,21854604,4321,51818325,265,564352,132,156439,646,162481,92,83346,526,607645,565,208834,259,85632,1451,2872397,132,796902,203,1427651,208,-2438115,412,-1010464,596,29486441,539,25761850,608,2645584,4290,47379907,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,i. 55 - 59,4746,1846,18660711,4574,62311325,212,501378,110,180261,553,121581,82,115995,475,513765,643,290189,261,64673,1447,2995677,145,482719,278,2002578,179,-1579071,457,423507,549,27098007,525,24912786,568,1029188,4552,58672734,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,j. 60 - 64,7599,2308,21747627,7451,74259025,265,589697,99,83724,537,105803,62,33266,572,621261,1219,503345,428,127812,2231,3755297,334,1343584,535,3917956,194,-1683585,730,2234371,531,35255534,494,33044028,550,1694143,7415,69296003,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,k. 65 - 69,11631,2204,21028471,11563,135409827,268,489633,107,142279,476,92407,42,26095,578,549789,2029,1248484,480,187572,2967,4404604,512,1859491,666,5405280,183,-1290300,850,4114980,473,25162068,431,22579988,484,1461632,11523,129797852,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,l. 70 - 74,10322,1029,8696232,10286,104809518,111,255207,47,34343,201,35879,21,14148,259,172809,1578,988396,289,89973,2068,2439211,441,1236534,483,4280327,74,-459502,557,3820825,242,7687504,225,6893699,249,284646,10271,101893152,0,0
2014–15,Self preparer,Male,Non Taxable,NSW,m. 75 and over,15829,511,4106406,15791,139774703,64,86078,26,23347,55,10765,22,9927,166,124013,2139,2431947,317,96981,2653,4228091,746,1727965,336,2779024,45,-404635,381,2374389,120,2549614,122,2800785,129,-354105,15775,134832853,0,0
2014–15,Self preparer,Male,Non Taxable,NT,a. Under 18,206,192,1581571,205,1635567,9,10060,3,668,65,13489,6,1004,57,18684,12,506,4,493,103,44909,1,66,0,0,0,0,0,0,0,0,0,0,0,0,205,1590659,0,0
2014–15,Self preparer,Male,Non Taxable,NT,b. 18 - 24,924,875,9049753,918,10456721,45,59165,33,10461,246,56680,43,68791,156,52458,53,18095,19,2615,337,268533,1,44,1,1533,0,0,1,1533,11,39455,9,9730,11,29725,919,10134882,0,0
2014–15,Self preparer,Male,Non Taxable,NT,c. 25 - 29,565,519,5674389,563,6675756,24,31602,17,7168,136,28697,16,45010,72,28968,25,4750,15,2573,172,150790,2,968,0,0,6,-84923,6,-84923,10,82910,9,10420,10,72490,564,6512786,0,0
2014–15,Self preparer,Male,Non Taxable,NT,d. 30 - 34,285,237,2600041,277,3545012,15,24554,11,13960,69,16954,11,32214,39,13642,13,5294,11,1780,98,108845,1,100,1,6491,6,-84927,7,-78436,13,130384,10,91416,13,38865,277,3436170,0,0
2014–15,Self preparer,Male,Non Taxable,NT,e. 35 - 39,155,124,1235319,153,2044476,10,17365,4,2460,29,6673,4,4101,19,12017,10,2976,10,3294,47,71698,1,2064,1,2081,3,-19156,4,-17075,11,172398,8,150530,11,21700,153,1972778,0,0
2014–15,Self preparer,Male,Non Taxable,NT,f. 40 - 44,149,109,1228840,145,2072571,8,19447,9,4811,34,8846,6,4733,18,8231,13,6220,8,1385,41,58570,1,12786,1,6325,4,-40042,5,-33717,11,1418263,10,1358675,11,-37485,144,2013323,0,0
2014–15,Self preparer,Male,Non Taxable,NT,g. 45 - 49,116,85,862034,113,1412896,3,14331,5,4797,20,3975,2,16685,12,43957,13,8900,7,1680,30,99547,1,844,4,9101,6,-105909,10,-96808,9,229707,9,178204,10,39131,113,1313349,0,0
2014–15,Self preparer,Male,Non Taxable,NT,h. 50 - 54,109,72,863835,104,1399142,9,21334,4,3775,19,4790,2,1450,23,10962,12,66653,11,2676,41,113789,1,2270,3,21296,7,-112581,10,-91285,10,682619,9,645012,10,-55456,103,1242616,0,0
2014–15,Self preparer,Male,Non Taxable,NT,i. 55 - 59,97,59,729807,90,1438581,6,16745,1,3000,21,4225,2,7654,16,49687,10,5791,7,1013,37,95164,5,29128,4,15839,9,-65735,13,-49896,11,244980,11,162481,12,82499,91,1260093,0,0
2014–15,Self preparer,Male,Non Taxable,NT,j. 60 - 64,98,49,591985,97,1236933,5,9546,1,4500,11,1675,2,994,11,24520,14,3498,4,1470,29,46512,2,11041,4,50673,5,-63387,9,-12714,6,67887,3,62152,6,5735,94,1063313,0,0
2014–15,Self preparer,Male,Non Taxable,NT,k. 65 - 69,119,47,432021,119,2099279,2,2121,0,0,18,2802,0,0,3,1072,23,12305,9,2037,48,43827,0,0,15,123824,1,-7811,16,116013,8,253865,7,213859,8,40006,119,2055453,0,0
2014–15,Self preparer,Male,Non Taxable,NT,l. 70 - 74,90,19,234268,89,1562051,3,4639,0,0,7,857,1,150,5,3066,11,5136,4,726,22,16772,2,11502,4,48801,0,0,4,48801,2,32248,2,19591,2,12657,89,1545240,0,0
2014–15,Self preparer,Male,Non Taxable,NT,m. 75 and over,61,6,63199,61,1149834,0,0,1,845,1,114,1,8040,2,2284,19,7390,4,383,21,24457,5,16270,2,13504,1,-5638,3,7866,1,19700,1,11470,1,8230,61,1125362,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,a. Under 18,5678,5201,38107983,5617,39868923,94,121375,68,20551,1317,233745,101,56032,702,227725,336,15716,35,4098,1800,684199,17,12210,0,0,0,0,0,0,10,49965,7,30611,11,19354,5616,39184700,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,b. 18 - 24,26637,24583,255834428,26471,319973170,1337,2455822,838,554694,6287,1326576,742,1144632,3339,1654353,1853,237843,487,58382,8599,7524020,120,156544,13,51019,12,-40046,25,10973,415,4684228,260,2959618,429,1741049,26478,312448435,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,c. 25 - 29,9578,7880,78638959,9432,114484442,604,1304524,424,392127,2006,489790,287,1008997,1072,894593,763,197459,294,50846,2843,4431009,66,98724,32,195844,88,-680109,120,-484265,456,10389483,313,8573124,470,1697137,9435,109985669,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,d. 30 - 34,6001,4362,45522252,5858,73656573,516,1099702,282,269673,1341,369324,216,579266,813,821986,594,239274,273,67257,2002,3583985,60,116495,63,345535,148,-1121280,211,-775745,469,14424727,383,12467785,484,1756634,5852,69670534,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,e. 35 - 39,4126,2565,27409011,3957,50322419,387,834968,219,243708,920,256712,166,368800,629,619764,480,191415,259,57844,1451,2973083,52,176110,76,297327,137,-1359993,213,-1062666,445,13089070,401,11471111,463,1298614,3955,47085621,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,f. 40 - 44,3681,2055,22255394,3519,44623869,319,857807,173,178656,766,199484,137,244887,546,563907,437,143576,276,71808,1288,2413075,53,195931,89,416118,119,-1464844,208,-1048726,443,13647975,413,12250501,457,1050790,3509,41654572,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,g. 45 - 49,2876,1483,16513019,2727,32880925,221,496238,112,147110,548,141499,103,103720,403,475365,345,130296,191,43709,1016,1751828,59,448566,71,293730,118,-1384947,189,-1091217,365,21040512,337,19840416,379,944830,2718,30363227,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,h. 50 - 54,2923,1304,14827540,2793,33261929,195,465305,111,151034,477,115209,64,120008,359,613101,352,123421,203,57280,962,2197954,72,414073,106,615313,150,-1480886,259,-865573,343,13263667,317,12375276,352,69500,2772,30441093,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,i. 55 - 59,3188,1308,14228245,3107,44960562,188,428600,68,74424,470,107722,49,49902,336,402504,435,148276,208,43512,1071,1915811,85,368336,169,988569,129,-2892989,298,-1904420,363,14420039,340,12989181,376,139285,3096,42575909,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,j. 60 - 64,4758,1551,15228420,4645,49068966,181,361520,80,85973,435,81820,40,26474,390,348535,733,292117,297,108487,1406,2319893,220,1223231,290,1696562,188,-1700965,478,-4403,378,10514950,344,9236482,390,760480,4619,46231323,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,k. 65 - 69,6675,1531,15704124,6643,91157189,196,355070,61,77168,422,73899,31,43943,397,391983,1149,438250,313,83174,1811,2155562,297,792547,388,2399336,153,-967904,541,1431432,303,14888319,269,13538734,305,1295360,6618,88583922,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,l. 70 - 74,5538,695,6319439,5521,64679342,80,145284,31,19086,136,22681,13,4052,153,93356,790,332225,189,79248,1144,1124360,232,520558,229,1387316,71,-775505,302,611811,131,6412211,126,5929770,137,395349,5510,63298289,0,0
2014–15,Self preparer,Male,Non Taxable,QLD,m. 75 and over,7744,268,2079103,7718,78156280,41,78336,17,9361,42,19630,12,5896,80,73374,964,898959,186,48166,1250,1678772,413,869083,151,932123,34,-262432,185,669691,69,1048139,66,878548,75,152930,7711,76300683,0,0
2014–15,Self preparer,Male,Non Taxable,SA,a. Under 18,1547,1322,8368400,1537,8864962,13,25300,13,2337,300,48082,12,4658,438,85955,49,6025,13,461,603,173297,13,8132,1,234,0,0,1,234,2,4290,0,0,2,4290,1537,8691650,0,0
2014–15,Self preparer,Male,Non Taxable,SA,b. 18 - 24,9646,8866,91093997,9617,116116534,363,578173,179,102349,2208,426962,232,431900,2085,687939,546,74715,131,15715,3673,2358700,56,88319,10,30544,10,-30383,20,161,166,1522171,85,823294,169,743030,9617,113754660,0,0
2014–15,Self preparer,Male,Non Taxable,SA,c. 25 - 29,3415,2763,26241906,3378,41264114,212,428472,109,76424,718,160844,94,268752,424,239719,273,62257,95,18409,1065,1281937,20,22424,6,13237,28,-475127,34,-461890,176,3633400,122,2725780,180,917382,3377,39982115,0,0
2014–15,Self preparer,Male,Non Taxable,SA,d. 30 - 34,2161,1561,15509592,2119,26533695,136,311738,75,74036,421,99502,58,157262,264,290292,187,57976,85,29263,668,1113857,18,53188,18,72377,45,-301673,63,-229296,173,4397165,138,3272348,176,1102846,2120,25396520,0,0
2014–15,Self preparer,Male,Non Taxable,SA,e. 35 - 39,1592,993,9597662,1541,18810751,110,203783,46,53392,294,63844,50,80975,209,132186,133,33702,60,13874,499,672292,10,12964,28,121193,35,-166781,63,-45588,158,4087485,122,3209277,161,853995,1546,18049700,0,0
2014–15,Self preparer,Male,Non Taxable,SA,f. 40 - 44,1329,751,7503025,1271,15198248,87,214489,44,33340,250,57384,39,69334,177,150230,130,23328,69,14495,445,648749,16,40793,26,119657,41,-467476,67,-347819,164,4089456,134,3455761,166,400137,1271,14480443,0,0
2014–15,Self preparer,Male,Non Taxable,SA,g. 45 - 49,1112,605,5993151,1063,12285514,79,172011,34,28312,205,43109,20,23542,135,110620,111,24680,63,25650,363,484148,20,34086,21,80579,36,-363298,57,-282719,138,3708008,131,3513019,146,5685,1063,11771579,0,0
2014–15,Self preparer,Male,Non Taxable,SA,h. 50 - 54,1128,562,5963030,1092,13476514,72,161156,23,21308,193,51674,23,37791,157,127281,131,56508,61,17313,380,559735,21,38076,50,312430,34,-404027,84,-91597,159,3369272,142,2363882,158,813689,1085,12900833,0,0
2014–15,Self preparer,Male,Non Taxable,SA,i. 55 - 59,1156,534,5373062,1129,16209315,67,105859,23,17162,151,34285,14,8124,126,143342,157,44982,61,12792,366,499062,29,69372,48,265308,41,-451338,89,-186030,125,3607148,123,2735606,128,741167,1120,15335490,0,0
2014–15,Self preparer,Male,Non Taxable,SA,j. 60 - 64,1750,608,6354951,1724,18021716,73,121241,26,12451,178,30287,14,15034,170,110326,293,126717,75,17527,548,760890,71,172568,83,443522,46,-295790,130,147732,134,2384088,119,1661160,140,740542,1714,17098707,0,0
2014–15,Self preparer,Male,Non Taxable,SA,k. 65 - 69,2609,586,5676747,2598,34461125,74,146740,29,24467,146,21257,13,7545,169,112135,464,204369,93,38211,675,812608,101,309295,108,668613,39,-237247,147,431366,133,2555617,123,1726347,135,742548,2595,33534623,0,0
2014–15,Self preparer,Male,Non Taxable,SA,l. 70 - 74,2238,234,2035746,2231,25653473,35,67609,7,5258,44,6801,2,390,66,30974,365,745068,53,13506,485,958663,104,332271,61,440732,13,-150029,74,290703,46,1029474,45,1000799,48,-110045,2232,24694936,0,0
2014–15,Self preparer,Male,Non Taxable,SA,m. 75 and over,3461,116,927164,3458,37402260,17,45538,8,13847,17,2418,4,270,43,44680,570,502636,89,33725,684,994567,152,204097,42,191636,4,-11465,46,180171,23,247694,21,193644,22,-10574,3455,36386769,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,a. Under 18,579,529,3641026,578,3827766,6,6496,6,1511,145,27215,7,2854,106,31317,24,798,6,340,211,70712,3,4843,0,0,0,0,0,0,1,8655,0,0,1,8655,578,3757058,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,b. 18 - 24,2880,2655,24936189,2871,33860605,89,125897,63,37088,612,117969,45,17703,418,174684,139,16875,44,4236,892,496974,14,6492,0,0,2,-7452,2,-7452,26,226739,13,118533,26,108151,2871,33363668,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,c. 25 - 29,939,767,7252671,931,11752944,42,50221,22,12805,188,42284,14,6238,108,70413,56,15112,19,2448,246,200618,4,4927,4,7729,6,-11034,10,-3305,50,561054,35,280402,50,280652,930,11552308,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,d. 30 - 34,597,433,3652149,587,7094046,37,56224,16,20704,123,26957,18,36130,58,32898,57,33662,19,2095,195,219296,7,6347,2,4830,9,-36730,11,-31900,54,1838813,44,1577866,53,256896,588,6874721,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,e. 35 - 39,479,304,2746862,460,6218463,52,99349,15,10404,108,26418,10,11041,58,75246,54,15452,19,2130,178,254929,4,4766,5,12518,9,-32096,14,-19578,40,742391,34,534771,40,207412,460,5957534,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,f. 40 - 44,400,228,1943760,395,4712555,27,70582,9,5615,72,16044,12,8675,58,32090,45,13395,29,3031,138,152952,6,19703,7,25162,12,-29751,19,-4589,54,1051035,52,812425,54,237477,391,4514800,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,g. 45 - 49,384,213,2017420,366,4490409,28,55280,17,9641,73,14295,7,19761,57,57426,46,16111,16,3244,114,190210,5,8597,10,43722,6,-15544,16,28178,48,1084776,44,871007,49,960,364,4242085,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,h. 50 - 54,385,197,1875605,373,4122825,25,41150,10,6047,66,17290,7,5431,48,53190,57,22022,24,2807,135,176759,20,30703,10,49268,14,-32001,24,17267,50,1215626,45,1072766,52,28322,371,3939009,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,i. 55 - 59,445,175,1476381,434,6225491,24,47340,9,9145,63,14026,5,1639,50,30072,55,14980,19,141198,138,344228,11,51857,22,85998,13,-54510,36,31488,45,1195553,45,1063044,48,-96736,434,5831112,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,j. 60 - 64,719,244,2012044,711,7776947,35,58104,10,4703,64,11248,4,1520,62,47507,115,57859,42,8082,215,396778,22,57803,33,144961,10,-54828,43,90133,72,1367242,67,948648,76,324825,711,7374956,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,k. 65 - 69,928,244,2063904,921,13165910,30,34634,6,20184,58,8829,3,3386,52,23289,175,96553,39,8426,266,260785,28,178728,35,177951,10,-35697,46,142254,48,1335503,44,1313473,50,-181059,922,12873066,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,l. 70 - 74,758,93,641432,757,8758921,9,12525,6,1349,23,3903,2,878,16,22028,121,123642,15,2310,165,197888,25,89761,21,98114,6,-26825,27,71289,17,435333,16,360927,17,74621,757,8561008,0,0
2014–15,Self preparer,Male,Non Taxable,TAS,m. 75 and over,1061,41,235798,1057,11190168,4,1201,0,0,5,461,2,69,14,1640,156,181605,20,39401,190,266663,32,32389,19,70743,4,-10417,23,60326,12,112809,12,64307,13,48502,1057,10922708,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,a. Under 18,3712,3063,18479743,3674,19587687,12,13269,38,9511,565,97731,69,43016,445,141994,140,11064,30,2563,909,332089,19,14112,1,4582,0,0,1,4582,3,7519,1,129,3,7390,3676,19255666,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,b. 18 - 24,34082,31212,313419133,33860,391682261,1324,2366866,951,551126,6132,1359159,1077,1330768,4146,1982717,2142,306952,459,53908,9327,8139875,237,314376,23,109736,29,-188419,52,-78683,544,5047943,321,2559961,550,2518846,33866,383539849,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,c. 25 - 29,13692,11388,116482762,13487,159277462,716,1384611,559,880583,2228,549941,426,1962955,1453,1065893,1014,345458,343,67840,3644,6645417,111,156978,60,307878,101,-1506566,161,-1198688,652,19427551,465,15800018,672,3396682,13488,152571490,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,d. 30 - 34,7753,5675,60407560,7542,88281560,513,1023324,365,346215,1311,332917,299,802337,975,890070,707,255288,304,65593,2290,3933411,77,160718,101,529199,200,-1843538,301,-1314339,605,15052099,475,12434226,621,2493603,7547,84193408,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,e. 35 - 39,4674,2878,31097351,4483,51499242,313,635229,197,214429,731,180575,154,267708,571,878809,527,154086,211,47053,1429,3156874,76,204707,92,383718,170,-1826649,262,-1442931,533,17345967,458,15155642,557,1804458,4483,48129872,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,f. 40 - 44,3816,2038,21717134,3603,41374245,282,667061,150,214072,579,159655,127,199136,487,552876,441,127228,206,77098,1165,2563995,71,288482,103,523766,173,-1338304,276,-814538,438,14216698,394,12762390,452,1223951,3589,38187911,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,g. 45 - 49,3200,1568,16683590,3012,34784380,204,547018,124,145157,452,103759,80,116394,354,456963,384,131796,174,68219,995,2009757,73,253404,119,705560,130,-1657661,249,-952101,414,19505828,393,17388397,436,1414653,3006,32247274,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,h. 50 - 54,3232,1449,16120932,3052,34654011,189,413526,90,189956,411,114512,69,56034,363,291039,411,155311,171,43309,994,1916361,84,515111,156,979703,127,-1161868,283,-182165,406,42076711,385,41528684,421,-648324,3035,32135755,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,i. 55 - 59,3489,1413,14900685,3385,46013813,205,385128,99,192645,435,88034,67,73881,380,375892,540,200398,182,79042,1132,2402406,102,620772,197,1196232,160,-1911088,357,-714856,368,20323690,353,19063256,384,516606,3378,43087832,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,j. 60 - 64,5026,1682,16321354,4929,50548178,225,522848,76,99963,381,76027,48,47251,479,280066,852,361649,272,70977,1520,3037916,247,952588,267,1781015,144,-1467361,411,313654,405,11398408,357,9660928,418,1680913,4900,47181631,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,k. 65 - 69,7285,1809,18110696,7242,91904419,237,445031,88,73539,422,86201,40,17991,523,361006,1414,716907,323,78168,2078,2603083,357,1156706,379,2506616,104,-510405,485,1996211,313,9765451,298,8881019,326,-465783,7228,88666683,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,l. 70 - 74,6071,807,6815562,6046,65133511,129,206823,32,14739,133,25458,15,17758,220,162564,985,577367,193,57790,1325,1691905,312,844224,230,1458914,41,-170202,271,1288712,172,3809010,160,3037892,177,39961,6039,63289766,0,0
2014–15,Self preparer,Male,Non Taxable,VIC,m. 75 and over,9779,375,2769792,9747,89704767,51,75788,19,10423,64,12801,5,150311,115,117479,1435,1104500,226,196589,1757,2370088,504,991392,245,1692731,23,-115991,269,1576740,74,1067875,70,934294,80,-282395,9737,87028639,0,0
2014–15,Self preparer,Male,Non Taxable,WA,a. Under 18,2649,2405,15916814,2624,16610944,29,29425,30,14659,575,111639,73,53576,410,133433,78,7406,12,1116,821,352278,7,18425,0,0,0,0,0,0,4,5320,4,7065,5,5187,2624,16258660,0,0
2014–15,Self preparer,Male,Non Taxable,WA,b. 18 - 24,15156,14232,152417317,15052,174562646,592,1021379,379,251145,3144,624347,484,766451,2014,801832,782,105216,187,28599,4648,3620017,81,104081,6,27480,15,-307594,21,-280114,211,2091079,115,920487,216,1180457,15053,170942452,0,0
2014–15,Self preparer,Male,Non Taxable,WA,c. 25 - 29,5665,4849,52199078,5569,67059389,375,701061,209,153861,1212,280854,163,573027,652,330234,387,103296,141,29381,1720,2214870,50,98151,31,119829,54,-562040,85,-442211,236,3887651,171,2855757,236,1020818,5571,64789582,0,0
2014–15,Self preparer,Male,Non Taxable,WA,d. 30 - 34,3334,2537,27390301,3243,38318111,235,482131,135,97710,686,156846,155,588137,412,400997,275,85676,130,33142,1066,1885495,28,89180,38,175981,92,-913437,130,-737456,210,6179689,164,4734817,216,1492272,3240,36001826,0,0
